WORD,WORD,SyntCat,Category,subcat1,subcat2,subcat3,subcat4,Article,hits,misses,false_alarms,correct_rejections,acc,false_alarm_rate,hit_rate,num_synonyms,num_ratings_synonyms,num_meanings,num_ratings_meanings,word_upper,word,arousal,concrete,fam,image,valence,word_lower_no_article,Word_article,Lg10WF,Lg10CD,google_ngram_frequency,Word,LgTV_T=1700,LgDF,orth_neighborhood,phon_neighborhood,tokens_used,orth_vals_used,phon_vals_used,log_orth_neighborhood,log_phon_neighborhood
A MUSICIAN,A MUSICIAN,NOUN,people,A&E,,,,a,47,24,10,66,0.7687074829931972,0.13157894736842105,0.6619718309859155,1.4285714285714286,21.0,1.0833333333333333,24.0,A MUSICIAN,a musician,3.71428571428571,4.08333333333333,4.96296296296296,4.0,4.16666666666667,musician,a musician,2.49,2.3201,-13.807108422382532,A MUSICIAN,2.571339,4.094345,1.0,1.0,musician,1,1,0.6931471805599453,0.6931471805599453
NORMAN ROCKWELL,NORMAN ROCKWELL,NOUN,famous people,Artist,,,,,67,23,6,88,0.842391304347826,0.06382978723404255,0.7444444444444445,0.0,20.0,1.2608695652173914,23.0,NORMAN ROCKWELL,Norman Rockwell,2.61904761904762,4.33333333333333,4.57692307692308,4.10714285714286,3.875,Norman Rockwell,Norman Rockwell,,,-15.9482302849898,NORMAN ROCKWELL,,,4.0,6.0,norman;rockwell,4;nan,6;nan,1.6094379124341003,1.9459101490553132
TO BROADEN,TO BROADEN,VERB,,,,,,to,38,42,15,76,0.6666666666666666,0.16483516483516483,0.475,2.909090909090909,22.0,1.5833333333333333,24.0,TO BROADEN,to broaden,3.23809523809524,2.29166666666667,4.81481481481481,1.89285714285714,3.58333333333333,broaden,to broaden,1.7076,1.6628,-13.66299089919931,TO BROADEN,2.173804,2.397895,1.0,0.0,broaden,1,0,0.6931471805599453,0.0
A FRAPPE,A FRAPPE,NOUN,drink,non-alcoholic,coffee,,,a,61,11,4,78,0.9025974025974026,0.04878048780487805,0.8472222222222222,0.3529411764705882,17.0,1.0869565217391304,23.0,A FRAPPE,a frappe,3.55,3.91666666666667,4.2962962962963,4.03571428571429,4.0,frappe,a frappe,0.7782,0.699,-19.80299253586601,A FRAPPE,,,,,frappe,,,,
ROOT BEER,ROOT BEER,NOUN,drink,non-alcoholic,soft drink,,,,67,17,3,89,0.8863636363636364,0.03260869565217391,0.7976190476190477,0.3333333333333333,21.0,1.0,23.0,ROOT BEER,root beer,3.04761904761905,4.58333333333333,5.0,4.44444444444444,4.45833333333333,root beer,root beer,,,-15.22024582673988,ROOT BEER,,,15.5,34.0,root;beer,18;13,39;29,2.803360380906535,3.5553480614894135
TO CUCKOLD,TO CUCKOLD,VERB,,,,,,to,56,16,4,76,0.868421052631579,0.05,0.7777777777777778,1.4615384615384617,13.0,1.0909090909090908,22.0,TO CUCKOLD,to cuckold,3.71428571428571,2.60869565217391,3.48148148148148,2.0,1.70833333333333,cuckold,to cuckold,1.3617,1.2553,-18.435903220923134,TO CUCKOLD,,,0.0,0.0,cuckold,0,0,0.0,0.0
A TUGBOAT,A TUGBOAT,NOUN,vehicle,water,motorized,boat,,a,54,18,8,73,0.8300653594771242,0.09876543209876543,0.75,0.3809523809523809,21.0,1.04,25.0,A TUGBOAT,a tugboat,2.38095238095238,4.5,4.66666666666667,4.57142857142857,3.33333333333333,tugboat,a tugboat,1.3802,1.2553,-17.029046101289172,A TUGBOAT,,,0.0,0.0,tugboat,0,0,0.0,0.0
TO INTERCONNECT,TO INTERCONNECT,VERB,,,,,,to,49,38,9,84,0.7388888888888889,0.0967741935483871,0.5632183908045977,1.7727272727272727,22.0,1.375,24.0,TO INTERCONNECT,to interconnect,3.14285714285714,2.41666666666667,4.33333333333333,2.28571428571429,3.58333333333333,interconnect,to interconnect,0.301,0.301,-15.971755297822796,TO INTERCONNECT,,,,,interconnect,,,,
ONYX,ONYX,NOUN,precious stone,,,,,,74,11,4,92,0.9171270718232044,0.041666666666666664,0.8705882352941177,0.75,20.0,1.68,25.0,ONYX,onyx,2.76190476190476,4.08333333333333,4.44444444444444,3.64285714285714,3.69565217391304,onyx,onyx,1.2553,1.0792,-14.28484822656194,ONYX,,,,,onyx,,,,
A WHITEBOARD,A WHITEBOARD,NOUN,furniture,indoor,,,,a,67,14,6,84,0.8830409356725146,0.06666666666666667,0.8271604938271605,0.6,20.0,1.173913043478261,23.0,A WHITEBOARD,a whiteboard,1.95238095238095,4.33333333333333,4.77777777777778,4.5,3.08333333333333,whiteboard,a whiteboard,,,-15.840317726862605,A WHITEBOARD,,,,,whiteboard,,,,
JUICY,JUICY,ADJ,,,,,,,73,17,10,86,0.8548387096774194,0.10416666666666667,0.8111111111111111,1.9047619047619049,21.0,2.0,25.0,JUICY,juicy,4.14285714285714,2.79166666666667,5.0,3.53571428571429,4.08333333333333,juicy,juicy,2.3424,2.281,-13.1876421095281,JUICY,2.552046,3.401197,1.0,7.0,juicy,1,7,0.6931471805599453,2.0794415416798357
TO MIND,TO MIND,VERB,,,,,,to,29,43,8,77,0.6751592356687898,0.09411764705882353,0.4027777777777778,2.4761904761904763,21.0,1.9166666666666667,24.0,TO MIND,to mind,2.57142857142857,2.25,4.84615384615385,1.5,3.08333333333333,mind,to mind,4.393,3.837,-11.95529371444589,TO MIND,4.393935,7.753194,18.0,20.0,mind,18,20,2.9444389791664403,3.044522437723423
COD,COD,NOUN,living things,animal,fish and other aquatic,fish,,,67,15,0,87,0.9112426035502958,0.0,0.8170731707317073,0.85,20.0,1.6,25.0,COD,cod,2.19047619047619,4.375,4.44444444444444,3.82142857142857,3.20833333333333,cod,cod,2.0607,1.8513,-12.49718287448565,COD,2.173804,3.931826,26.0,40.0,cod,26,40,3.295836866004329,3.713572066704308
A HERON,A HERON,NOUN,living things,animal,bird,,,a,63,22,5,85,0.8457142857142858,0.05555555555555555,0.7411764705882353,0.7368421052631579,19.0,1.1923076923076923,26.0,A HERON,a heron,2.95238095238095,4.25,4.07407407407407,3.82142857142857,3.875,heron,a heron,1.1761,1.1461,-16.32711802776441,A HERON,2.120264,2.772589,,,heron,,,,
CREAKY,CREAKY,ADJ,,,,,,,48,36,5,89,0.7696629213483146,0.05319148936170213,0.5714285714285714,2.15,20.0,1.3043478260869563,23.0,CREAKY,creaky,2.80952380952381,2.70833333333333,4.74074074074074,2.28571428571429,2.45833333333333,creaky,creaky,1.1139,1.1139,-14.827123020107988,CREAKY,2.009332,2.302585,,,creaky,,,,
TO PREFER,TO PREFER,VERB,,,,,,to,31,44,10,72,0.6560509554140127,0.12195121951219512,0.41333333333333333,2.7142857142857144,21.0,1.28,25.0,TO PREFER,to prefer,2.76190476190476,1.91666666666667,4.96296296296296,1.78571428571429,3.82608695652174,prefer,to prefer,3.2253,3.1179,-13.573410174975384,TO PREFER,3.728701,5.575949,2.0,2.0,prefer,2,2,1.0986122886681098,1.0986122886681098
FEIGNED,FEIGNED,ADJ,,,,,,,40,37,3,86,0.7590361445783133,0.033707865168539325,0.5194805194805194,2.4,20.0,1.1304347826086956,23.0,FEIGNED,feigned,2.66666666666667,1.95833333333333,4.22222222222222,1.60714285714286,2.08333333333333,feigned,feigned,0.9542,0.8451,-13.449913082128107,FEIGNED,,,,,feigned,,,,
EMILY,EMILY,NOUN,common names,girl,,,,,51,19,15,55,0.7571428571428571,0.21428571428571427,0.7285714285714285,0.0,20.0,1.04,25.0,EMILY,Emily,2.47619047619048,3.45833333333333,4.0,2.14285714285714,3.25,Emily,Emily,,,-11.046344122733611,EMILY,0.882389,4.317488,0.0,0.0,emily,0,0,0.0,0.0
ROCHELLE,ROCHELLE,NOUN,common names,girl,,,,,51,22,6,77,0.8205128205128205,0.07228915662650602,0.6986301369863014,0.0,17.0,1.08,25.0,ROCHELLE,Rochelle,2.42857142857143,3.45833333333333,3.11538461538462,2.0,2.875,Rochelle,Rochelle,,,-13.727591779120424,ROCHELLE,,,0.0,0.0,rochelle,0,0,0.0,0.0
TO ENCLOSE,TO ENCLOSE,VERB,,,,,,to,36,37,9,69,0.695364238410596,0.11538461538461539,0.4931506849315068,2.3181818181818183,22.0,1.2916666666666667,24.0,TO ENCLOSE,to enclose,2.95238095238095,2.83333333333333,4.96296296296296,2.78571428571429,2.66666666666667,enclose,to enclose,1.2553,1.1461,-14.675347505098806,TO ENCLOSE,2.4987,2.944439,,,enclose,,,,
MONUMENTAL,MONUMENTAL,ADJ,,,,,,,41,38,10,79,0.7142857142857143,0.11235955056179775,0.5189873417721519,2.523809523809524,21.0,1.4583333333333333,24.0,MONUMENTAL,monumental,4.0,1.91304347826087,4.92592592592593,2.14285714285714,4.04166666666667,monumental,monumental,1.7404,1.699,-12.65076238947361,MONUMENTAL,2.374906,2.70805,0.0,0.0,monumental,0,0,0.0,0.0
TO FEAST,TO FEAST,VERB,,,,,,to,38,31,6,71,0.7465753424657534,0.07792207792207792,0.5507246376811594,2.4545454545454546,22.0,1.4230769230769231,26.0,TO FEAST,to feast,4.0,3.16666666666667,5.0,3.51851851851852,4.625,feast,to feast,2.5353,2.3747,-15.045194588478251,TO FEAST,2.828299,4.795791,7.0,15.0,feast,7,15,2.0794415416798357,2.772588722239781
TO ESTABLISH,TO ESTABLISH,VERB,,,,,,to,40,37,10,71,0.7025316455696202,0.12345679012345678,0.5194805194805194,2.5454545454545454,22.0,1.68,25.0,TO ESTABLISH,to establish,2.61904761904762,2.33333333333333,4.81481481481481,1.60714285714286,3.54166666666667,establish,to establish,2.5105,2.4472,-10.505609325159774,TO ESTABLISH,3.717629,5.945421,0.0,1.0,establish,0,1,0.0,0.6931471805599453
LIGHTNING,LIGHTNING,NOUN,weather,,,,,,46,30,7,72,0.7612903225806451,0.08860759493670886,0.6052631578947368,0.7142857142857143,21.0,1.52,25.0,LIGHTNING,lightning,4.61904761904762,4.125,4.96296296296296,4.85714285714286,3.08333333333333,lightning,lightning,2.8585,2.5575,-11.486228345270389,LIGHTNING,2.735449,5.278115,2.0,1.0,lightning,2,1,1.0986122886681098,0.6931471805599453
A CHISELER,A CHISELER,NOUN,people,Other,,,,a,45,30,8,71,0.7532467532467533,0.10126582278481013,0.6,1.2222222222222223,18.0,1.4545454545454546,22.0,A CHISELER,a chiseler,3.0,3.375,3.59259259259259,3.0,2.54166666666667,chiseler,a chiseler,1.5911,1.4314,-19.930331982372486,A CHISELER,,,1.0,0.0,chiseler,1,0,0.6931471805599453,0.0
COMPARABLE,COMPARABLE,ADJ,,,,,,,38,47,11,80,0.6704545454545454,0.12087912087912088,0.4470588235294118,2.333333333333333,21.0,1.2083333333333333,24.0,COMPARABLE,comparable,2.42857142857143,1.79166666666667,4.85185185185185,1.82142857142857,3.29166666666667,comparable,comparable,1.3979,1.3802,-11.005582385132149,COMPARABLE,3.272417,4.553877,0.0,0.0,comparable,0,0,0.0,0.0
MEAT,MEAT,NOUN,food,,,,,,58,16,9,73,0.8397435897435898,0.10975609756097561,0.7837837837837838,2.1,20.0,1.4230769230769231,26.0,MEAT,meat,2.9047619047619,4.16666666666667,5.0,4.28571428571429,3.75,meat,meat,3.3477,3.1096,-10.395386307942012,MEAT,3.303523,6.490724,18.0,35.0,meat,18,35,2.9444389791664403,3.58351893845611
TO EXTRACT,TO EXTRACT,VERB,,,,,,to,56,16,34,51,0.6815286624203821,0.4,0.7777777777777778,2.380952380952381,21.0,1.52,25.0,TO EXTRACT,to extract,3.15,2.83333333333333,4.96296296296296,2.25,2.83333333333333,extract,to extract,2.179,2.1072,-12.433761808053552,TO EXTRACT,2.985261,3.713572,0.0,0.0,extract,0,0,0.0,0.0
A BURRITO,A BURRITO,NOUN,food,other,prepared,,,a,68,12,5,81,0.8975903614457831,0.05813953488372093,0.85,0.238095238095238,21.0,1.2307692307692308,26.0,A BURRITO,a burrito,3.0,4.54166666666667,4.88888888888889,4.78571428571429,4.04166666666667,burrito,a burrito,1.9294,1.7076,-16.871798842905328,A BURRITO,,,1.0,1.0,burrito,1,1,0.6931471805599453,0.6931471805599453
HOT PEPPER,HOT PEPPER,NOUN,food,seasoning / condiments,spice,,,,60,16,6,82,0.8658536585365854,0.06818181818181818,0.7894736842105263,1.0,22.0,1.36,25.0,HOT PEPPER,hot pepper,4.42857142857143,4.5,4.92592592592593,4.35714285714286,3.16666666666667,hot pepper,hot pepper,,,-15.67323188371084,HOT PEPPER,,,14.0,24.5,hot;pepper,25;3,39;10,2.70805020110221,3.2386784521643803
A CANISTER,A CANISTER,NOUN,container,,,,,a,40,32,5,83,0.76875,0.056818181818181816,0.5555555555555556,2.05,20.0,1.1666666666666667,24.0,A CANISTER,a canister,2.0952380952381,4.375,4.77777777777778,4.07142857142857,2.95833333333333,canister,a canister,1.8692,1.5563,-16.253875039276835,A CANISTER,,,2.0,3.0,canister,2,3,1.0986122886681098,1.3862943611198906
A GROOMER,A GROOMER,NOUN,people,Other,,,,a,50,29,10,79,0.7678571428571429,0.11235955056179775,0.6329113924050633,1.5,22.0,1.72,25.0,A GROOMER,a groomer,2.4,3.79166666666667,4.81481481481481,3.32142857142857,3.52173913043478,groomer,a groomer,0.8451,0.6021,-18.968194836260928,A GROOMER,,,,,groomer,,,,
TO INLAY,TO INLAY,VERB,,,,,,to,35,31,3,74,0.7622377622377622,0.03896103896103896,0.5303030303030303,1.1578947368421053,19.0,1.1538461538461535,26.0,TO INLAY,to inlay,2.66666666666667,2.95652173913043,3.77777777777778,2.14285714285714,3.25,inlay,to inlay,1.1461,1.1139,-19.231030897268045,TO INLAY,,,,,inlay,,,,
THANKSGIVING,THANKSGIVING,NOUN,calendar items,holiday,,,,,62,13,4,77,0.8910256410256411,0.04938271604938271,0.8266666666666667,0.2857142857142857,21.0,1.625,24.0,THANKSGIVING,Thanksgiving,3.76190476190476,3.33333333333333,5.0,4.0,4.66666666666667,Thanksgiving,Thanksgiving,,,-12.319953117524326,THANKSGIVING,2.335375,4.025352,0.0,0.0,thanksgiving,0,0,0.0,0.0
A HERDER,A HERDER,NOUN,people,Other,,,,a,48,26,4,79,0.8089171974522293,0.04819277108433735,0.6486486486486487,1.4285714285714286,21.0,1.181818181818182,22.0,A HERDER,a herder,2.76190476190476,3.75,4.25925925925926,3.25,3.29166666666667,herder,a herder,1.5911,1.1461,-17.483165694019934,A HERDER,,,2.0,8.0,herder,2,8,1.0986122886681098,2.1972245773362196
CHOCOLATE,CHOCOLATE,NOUN,food,dessert,,,,,43,21,3,64,0.816793893129771,0.04477611940298507,0.671875,1.0,21.0,1.7916666666666667,24.0,CHOCOLATE,chocolate,4.09523809523809,4.45833333333333,5.0,4.67857142857143,4.75,chocolate,chocolate,3.1761,2.9484,-10.98965814789216,CHOCOLATE,2.685577,4.941642,1.0,1.0,chocolate,1,1,0.6931471805599453,0.6931471805599453
HUNTINGTON'S DISEASE,HUNTINGTON'S DISEASE,NOUN,diseases and conditions,psychiatric/brain,,,,,62,23,1,102,0.8723404255319149,0.009708737864077669,0.7294117647058823,0.2105263157894736,19.0,1.0,23.0,HUNTINGTON'S DISEASE,Huntington's disease,2.38095238095238,3.54166666666667,2.96296296296296,1.85714285714286,1.25,Huntington's disease,Huntington's disease,,,-14.66636307168752,HUNTINGTON'S DISEASE,,,2.0,2.0,huntington's;disease,nan;2,nan;2,1.0986122886681098,1.0986122886681098
KATHLEEN,KATHLEEN,NOUN,common names,girl,,,,,66,18,11,80,0.8342857142857143,0.12087912087912088,0.7857142857142857,0.0,20.0,1.0384615384615383,26.0,KATHLEEN,Kathleen,2.66666666666667,3.41666666666667,4.11111111111111,2.07142857142857,3.125,Kathleen,Kathleen,,,-12.36308032810634,KATHLEEN,1.165752,2.772589,,,kathleen,,,,
DEBATABLE,DEBATABLE,ADJ,,,,,,,47,25,12,68,0.756578947368421,0.15,0.6527777777777778,1.9545454545454544,22.0,1.2,25.0,DEBATABLE,debatable,3.33333333333333,2.0,4.88888888888889,1.42857142857143,2.75,debatable,debatable,1.3802,1.3802,-13.597445161310729,DEBATABLE,,,0.0,0.0,debatable,0,0,0.0,0.0
THE URAL MOUNTAINS,THE URAL MOUNTAINS,NOUN,earth formation,land,mountain range,famous,,the,59,17,4,82,0.8703703703703703,0.046511627906976744,0.7763157894736842,0.0,13.0,1.0,22.0,THE URAL MOUNTAINS,the Ural Mountains,2.9047619047619,4.58333333333333,2.7037037037037,3.53571428571429,3.20833333333333,Ural Mountains,the Ural Mountains,,,-16.461618138370774,THE URAL MOUNTAINS,,,2.0,2.0,ural;mountains,nan;2,nan;2,1.0986122886681098,1.0986122886681098
PAT,PAT,NOUN,common names,Ambiguous,,,,,47,31,7,83,0.7738095238095238,0.07777777777777778,0.6025641025641025,2.523809523809524,21.0,2.333333333333333,24.0,PAT,Pat,2.52380952380952,3.625,4.07692307692308,1.92857142857143,3.08333333333333,Pat,Pat,,,-11.201029912550004,PAT,,,38.0,51.0,pat,38,51,3.6635616461296463,3.9512437185814275
QUARRELSOME,QUARRELSOME,ADJ,,,,,,,52,24,8,76,0.8,0.09523809523809523,0.6842105263157895,2.619047619047619,21.0,1.08,25.0,QUARRELSOME,quarrelsome,3.9047619047619,2.08333333333333,4.59259259259259,2.28571428571429,1.70833333333333,quarrelsome,quarrelsome,0.9542,0.9031,-14.79417817939802,QUARRELSOME,2.306743,2.772589,,,quarrelsome,,,,
BROWN SUGAR,BROWN SUGAR,NOUN,food,baking,,,,,65,16,4,85,0.8823529411764706,0.0449438202247191,0.8024691358024691,0.1904761904761904,21.0,1.64,25.0,BROWN SUGAR,brown sugar,3.0952380952381,4.625,4.92592592592593,4.67857142857143,4.04166666666667,brown sugar,brown sugar,,,-13.36393744697408,BROWN SUGAR,,,4.5,6.0,brown;sugar,8;1,10;2,1.7047480922384253,1.9459101490553132
RADIUM,RADIUM,NOUN,chemical element,metal,famous,,,,45,20,13,64,0.7676056338028169,0.16883116883116883,0.6923076923076923,0.1111111111111111,18.0,1.0416666666666667,24.0,RADIUM,radium,3.0952380952381,4.08333333333333,3.37037037037037,2.03571428571429,2.54166666666667,radium,radium,1.7559,1.1139,-14.012705076921623,RADIUM,0.965081,3.091042,1.0,0.0,radium,1,0,0.6931471805599453,0.0
ATARI,ATARI,NOUN,games,video game platform,famous,,,,78,13,4,92,0.9090909090909091,0.041666666666666664,0.8571428571428571,0.2,20.0,1.1538461538461535,26.0,ATARI,Atari,3.61904761904762,4.25,4.74074074074074,4.03571428571429,4.08333333333333,Atari,Atari,,,-15.530010957702975,ATARI,,,,,atari,,,,
INEZ,INEZ,NOUN,common names,girl,,,,,74,24,2,85,0.8594594594594595,0.022988505747126436,0.7551020408163265,0.0,11.0,1.0,16.0,INEZ,Inez,2.42857142857143,3.41666666666667,2.55555555555556,1.82142857142857,3.04166666666667,Inez,Inez,,,-14.38602239921436,INEZ,,,,,inez,,,,
HUMBLE,HUMBLE,ADJ,,,,,,,44,34,6,79,0.754601226993865,0.07058823529411765,0.5641025641025641,2.4285714285714284,21.0,1.75,24.0,HUMBLE,humble,2.28571428571429,1.73913043478261,4.92592592592593,2.21428571428571,4.04166666666667,humble,humble,2.6998,2.574,-11.66377608266105,HUMBLE,2.92002,4.406719,7.0,8.0,humble,7,8,2.0794415416798357,2.1972245773362196
OVERT,OVERT,ADJ,,,,,,,38,31,4,77,0.7666666666666667,0.04938271604938271,0.5507246376811594,2.555555555555556,18.0,1.173913043478261,23.0,OVERT,overt,3.0952380952381,2.16666666666667,4.11111111111111,1.5,2.875,overt,overt,1.1761,1.1461,-12.072204676825486,OVERT,2.47092,3.367296,,,overt,,,,
JAKARTA,JAKARTA,NOUN,geography,world,big city,,,,61,22,1,69,0.8496732026143791,0.014285714285714285,0.7349397590361446,0.0,11.0,1.0555555555555556,18.0,JAKARTA,Jakarta,2.71428571428571,4.0,2.77777777777778,3.14285714285714,3.125,Jakarta,Jakarta,,,-13.351259286397983,JAKARTA,,,,,jakarta,,,,
TIM,TIM,NOUN,common names,boy,,,,,51,31,9,79,0.7647058823529411,0.10227272727272728,0.6219512195121951,0.0526315789473684,19.0,1.08,25.0,TIM,Tim,2.42857142857143,3.5,3.92592592592593,2.03571428571429,3.08333333333333,Tim,Tim,,,-11.178094469004384,TIM,1.240787,4.521789,18.0,28.0,tim,18,28,2.9444389791664403,3.367295829986474
A LOADING DOCK,A LOADING DOCK,NOUN,building components,space,,,,a,56,21,11,78,0.8072289156626506,0.12359550561797752,0.7272727272727273,0.6666666666666666,21.0,1.28,25.0,A LOADING DOCK,a loading dock,2.33333333333333,4.26086956521739,4.77777777777778,4.25,3.0,loading dock,a loading dock,,,-17.06627350508593,A LOADING DOCK,,,9.5,21.0,loading;dock,3;16,5;37,2.3513752571634776,3.091042453358316
YAO MING,YAO MING,NOUN,famous people,Sports,,,,,66,17,3,84,0.8823529411764706,0.034482758620689655,0.7951807228915663,0.0,12.0,1.0454545454545454,22.0,YAO MING,Yao Ming,2.95238095238095,4.375,3.14814814814815,4.07142857142857,3.70833333333333,Yao Ming,Yao Ming,,,-17.555139133475766,YAO MING,,,19.0,31.0,yao;ming,nan;19,nan;31,2.995732273553991,3.4657359027997265
TO FAWN,TO FAWN,VERB,,,,,,to,54,20,8,73,0.8193548387096774,0.09876543209876543,0.7297297297297297,2.1,20.0,1.4230769230769231,26.0,TO FAWN,to fawn,2.9047619047619,2.58333333333333,4.22222222222222,2.07142857142857,3.375,fawn,to fawn,1.5682,1.301,-17.019592910155602,TO FAWN,1.878192,3.332205,6.0,18.0,fawn,6,18,1.9459101490553132,2.9444389791664403
TO HIT,TO HIT,VERB,,,,,,to,49,31,14,72,0.7289156626506024,0.16279069767441862,0.6125,3.6666666666666665,21.0,2.1666666666666665,24.0,TO HIT,to hit,4.04761904761905,3.16666666666667,4.92592592592593,3.85714285714286,1.95833333333333,hit,to hit,4.1469,3.707,-12.243557690725046,TO HIT,3.68261,6.626718,23.0,40.0,hit,23,40,3.1780538303479458,3.713572066704308
CAPTURE THE FLAG,CAPTURE THE FLAG,NOUN,games,children's game,,,,,49,13,0,69,0.9007633587786259,0.0,0.7903225806451613,0.45,20.0,1.32,25.0,CAPTURE THE FLAG,Capture the Flag,4.09523809523809,3.54166666666667,4.2962962962963,3.75,3.75,Capture the Flag,Capture the Flag,,,-17.48664203034901,CAPTURE THE FLAG,,,8.0,8.0,capture;the;flag,3;11;10,4;9;11,2.1972245773362196,2.1972245773362196
TO ACQUIT,TO ACQUIT,VERB,,,,,,to,39,43,3,90,0.7371428571428571,0.03225806451612903,0.47560975609756095,1.619047619047619,21.0,1.2608695652173914,23.0,TO ACQUIT,to acquit,3.57142857142857,2.375,4.59259259259259,1.75,3.45833333333333,acquit,to acquit,1.3979,1.301,-15.741051419732006,TO ACQUIT,,,0.0,2.0,acquit,0,2,0.0,1.0986122886681098
PROTOZOA,PROTOZOA,NOUN,living things,,,,,,56,18,0,79,0.8823529411764706,0.0,0.7567567567567568,0.8888888888888888,18.0,1.0434782608695652,23.0,PROTOZOA,protozoa,2.61904761904762,3.91666666666667,3.48148148148148,3.03571428571429,2.83333333333333,protozoa,protozoa,0.6021,0.6021,-14.03973372702182,PROTOZOA,1.609438,3.465736,,,protozoa,,,,
A CUSTOMER,A CUSTOMER,NOUN,people,Business,,,,a,50,24,20,61,0.7161290322580646,0.24691358024691357,0.6756756756756757,2.380952380952381,21.0,1.2083333333333333,24.0,A CUSTOMER,a customer,2.38095238095238,3.625,5.0,3.25,3.29166666666667,customer,a customer,2.8899,2.7627,-12.385079293556094,A CUSTOMER,2.453158,5.758902,1.0,3.0,customer,1,3,0.6931471805599453,1.3862943611198906
A HINDU,A HINDU,NOUN,people,Religious,,,,a,49,33,7,85,0.7701149425287356,0.07608695652173914,0.5975609756097561,0.15,20.0,1.12,25.0,A HINDU,a Hindu,2.71428571428571,3.91304347826087,4.33333333333333,3.32142857142857,3.41666666666667,Hindu,a Hindu,,,-14.355599532535075,A HINDU,1.673976,4.007333,2.0,2.0,hindu,2,2,1.0986122886681098,1.0986122886681098
SANGRIA,SANGRIA,NOUN,drink,alcoholic,wine,,,,49,14,6,67,0.8529411764705882,0.0821917808219178,0.7777777777777778,0.1875,16.0,1.25,24.0,SANGRIA,sangria,3.52380952380952,4.20833333333333,4.2962962962963,3.92857142857143,3.875,sangria,sangria,0.9542,0.9031,-15.826699428240302,SANGRIA,,,,,sangria,,,,
A LEMUR,A LEMUR,NOUN,living things,animal,mammal,,,a,57,13,7,70,0.8639455782312925,0.09090909090909091,0.8142857142857143,0.2,20.0,1.0,23.0,A LEMUR,a lemur,3.23809523809524,4.25,4.25925925925926,4.25,3.66666666666667,lemur,a lemur,1.0,0.9031,-18.13651703120952,A LEMUR,,,,,lemur,,,,
A BONGO DRUM,A BONGO DRUM,NOUN,musical instruments,percussion,drum,,,a,62,17,2,87,0.8869047619047619,0.02247191011235955,0.7848101265822784,0.25,20.0,1.0,24.0,A BONGO DRUM,a bongo drum,3.33333333333333,4.54166666666667,4.51851851851852,4.53571428571429,3.625,bongo drum,a bongo drum,,,-19.20044000577062,A BONGO DRUM,,,4.0,6.0,bongo;drum,5;3,3;9,1.6094379124341003,1.9459101490553132
TO SUFFER,TO SUFFER,VERB,,,,,,to,32,42,13,65,0.6381578947368421,0.16666666666666666,0.43243243243243246,2.8181818181818183,22.0,1.5555555555555556,27.0,TO SUFFER,to suffer,3.57142857142857,2.25,4.92592592592593,2.53571428571429,1.16666666666667,suffer,to suffer,3.0603,2.9538,-12.224730308808926,TO SUFFER,3.562466,5.398163,4.0,14.0,suffer,4,14,1.6094379124341003,2.70805020110221
A ROBE,A ROBE,NOUN,clothing,body,,,,a,49,28,10,75,0.7654320987654321,0.11764705882352941,0.6363636363636364,1.1904761904761905,21.0,1.44,25.0,A ROBE,a robe,2.38095238095238,4.41666666666667,4.96296296296296,4.53571428571429,3.66666666666667,robe,a robe,2.6375,2.4456,-14.36010443431868,A ROBE,3.068053,4.442651,13.0,22.0,robe,13,22,2.6390573296152584,3.1354942159291497
TO ALLOW,TO ALLOW,VERB,,,,,,to,33,57,7,92,0.6613756613756614,0.0707070707070707,0.36666666666666664,2.8181818181818183,22.0,1.16,25.0,TO ALLOW,to allow,2.80952380952381,2.5,4.96296296296296,1.64285714285714,3.54166666666667,allow,to allow,3.3549,3.2204,-10.579782086781304,TO ALLOW,4.076831,6.54535,5.0,9.0,allow,5,9,1.791759469228055,2.302585092994046
AN ADJUSTER,AN ADJUSTER,NOUN,people,Law,,,,an,42,27,10,67,0.7465753424657534,0.12987012987012986,0.6086956521739131,1.238095238095238,21.0,1.4583333333333333,24.0,AN ADJUSTER,an adjuster,2.14285714285714,3.21739130434783,4.37037037037037,1.92857142857143,2.70833333333333,adjuster,an adjuster,1.3222,1.2553,-17.965207268492062,AN ADJUSTER,,,1.0,1.0,adjuster,1,1,0.6931471805599453,0.6931471805599453
MACHU PICCHU,MACHU PICCHU,NOUN,famous landmark,Peru,,,,,66,15,5,84,0.8823529411764706,0.056179775280898875,0.8148148148148148,0.0,17.0,1.0,22.0,MACHU PICCHU,Machu Picchu,3.38095238095238,4.625,3.40740740740741,4.22222222222222,3.78260869565217,Machu Picchu,Machu Picchu,,,-15.369720178346087,MACHU PICCHU,,,,,machu;picchu,nan;nan,nan;nan,,
A MILLER,A MILLER,NOUN,people,Food,,,,a,51,35,6,85,0.768361581920904,0.06593406593406594,0.5930232558139535,0.5882352941176471,17.0,1.7916666666666667,24.0,A MILLER,a miller,2.33333333333333,3.58333333333333,3.62962962962963,2.92857142857143,3.25,miller,a miller,3.0667,2.5353,-16.0632546844186,A MILLER,2.215574,4.65396,6.0,16.0,miller,6,16,1.9459101490553132,2.833213344056216
