,Word,hits,misses,correct.rejections,false.alarms,word.x,pos,wn_num_meanings,wn_num_synonyms,FREQcount,CDcount,FREQlow,Cdlow,SUBTLWF,Lg10WF,SUBTLCD,Lg10CD,meanings,meanings_n,num_synonyms,syn_n,arousal,concrete,fam,image,valence,X,word.y,mean.cor,num_syn,r.given.w,w.given.r,Acc,freq,M,false.alarm.rate,hit.rate,GloVe distinctiveness
1146,MATTRESS,61,15,78,14,mattress,n,1,1,337,230,332,227,6.61,2.5289,2.74,2.3636,1.20689655172414,29,1.0,27,2.18181818181818,4.925925925925929,4.92857142857143,4.75862068965517,3.62068965517241,943,mattress,0.0629770958036466,2.0,0.8285714285714272,0.5,0.8273809523809523,5.429345628954442,-6.1224928095143865,0.15217391304347827,0.8026315789473685,0.09133896664849694
1147,MAULER,49,32,83,6,mauler,n,1,1,6,3,0,0,0.12,0.8451,0.04,0.6021,1.1304347826087,23,1.5882352941176499,17,4.04166666666667,3.19230769230769,3.5,2.71428571428571,1.6666666666666698,11,mauler,-0.369356150832378,2.5882352941176503,0.8846153846153813,0.3863636363636359,0.7764705882352941,0.0,-0.9509762898620464,0.06741573033707865,0.6049382716049383,0.035427427731842015
1148,MAYA,63,12,67,14,maya,n,2,5,238,43,0,0,4.67,2.3784,0.51,1.6435,1.3636363636363602,22,0.0625,16,2.88,3.40740740740741,3.13793103448276,2.37931034482759,3.3214285714285694,1064,maya,0.0915887168258729,1.0625,0.7333333333333353,0.9411764705882352,0.8333333333333334,0.0,-0.06062462181643485,0.1728395061728395,0.84,0.08909634152835963
1149,MAYHEM,65,19,79,10,mayhem,n,2,3,109,89,85,81,2.14,2.0414,1.06,1.9542,1.2962962962963,27,2.5652173913043503,23,4.684210526315789,1.96296296296296,4.82758620689655,3.2,1.64285714285714,1327,mayhem,0.164321346274299,3.56521739130435,0.7714285714285692,0.28048780487804864,0.8323699421965318,4.4067192472642525,-5.677944278599358,0.11235955056179776,0.7738095238095238,0.13196213509847562
1150,MEAD,62,14,78,6,mead,n,3,5,53,34,15,11,1.04,1.7324,0.41,1.5441,1.54545454545455,22,1.22222222222222,18,2.8636363636363598,4.07692307692308,3.78571428571429,3.08,3.53571428571429,736,mead,0.0107810394909169,2.22222222222222,0.6470588235294098,0.4500000000000005,0.875,2.4849066497880004,-3.2834143460057716,0.07142857142857142,0.8157894736842105,0.10195770223992343
1151,MEADOWLARK,53,22,80,0,meadowlark,n,1,2,13,7,5,4,0.25,1.1461,0.08,0.9031,1.14285714285714,21,0.33333333333333304,24,2.81818181818182,4.2592592592592595,3.25,2.89655172413793,3.55172413793103,132,meadowlark,-0.202497970906138,1.333333333333333,0.8750000000000022,0.7500000000000002,0.8580645161290322,1.6094379124341005,-1.8971199848858809,0.0,0.7066666666666667,0.04881447669532347
1152,MEATBALL,57,15,71,5,meatball,n,1,1,132,82,109,71,2.59,2.1239,0.98,1.9191,1.2962962962963,27,0.526315789473684,19,2.8636363636363598,4.8,4.9666666666666694,4.73913043478261,4.0,203,meatball,-0.164607075429572,1.526315789473684,0.7714285714285692,0.6551724137931035,0.8648648648648649,4.276666119016055,-4.699522969836089,0.06578947368421052,0.7916666666666666,0.09785155688765436
1153,MEDITATING,59,20,72,16,meditating,v,2,15,34,27,33,27,0.67,1.5441,0.32,1.4472,1.5357142857142903,28,2.0833333333333304,24,1.56,2.6666666666666696,4.72413793103448,3.3333333333333304,4.13793103448276,673,meditating,-0.00925725933464663,3.0833333333333304,0.6511627906976726,0.3243243243243247,0.7844311377245509,3.332204510175204,-4.4582157730314265,0.18181818181818185,0.7468354430379747,0.1059574593828552
1154,MEGA,60,29,88,7,mega,,0,0,40,29,25,21,0.78,1.6128,0.35,1.4771,1.5,28,2.81481481481481,27,3.56521739130435,2.3448275862069,4.59259259259259,2.56,3.51724137931034,1475,mega,0.203363466279535,3.81481481481481,0.6666666666666666,0.2621359223300974,0.8043478260869565,3.0910424533583165,-4.429934575583621,0.07368421052631577,0.6741573033707865,0.10855965899988472
1155,MEL,49,31,78,6,mel,,0,0,778,172,5,5,15.25,2.8915,2.05,2.238,1.5625,16,0.0,13,2.54545454545455,3.0384615384615397,2.14285714285714,2.04,2.89285714285714,1114,mel,0.106903871885542,1.0,0.64,1.0,0.774390243902439,1.791759469228055,-1.791759469228055,0.07142857142857142,0.6125,0.09584255611002086
1156,MELONS,55,20,76,4,melons,n,2,3,72,42,67,40,1.41,1.8633,0.5,1.6335,1.6666666666666698,27,0.8214285714285708,28,2.6666666666666696,4.53571428571429,4.9,4.77777777777778,3.8214285714285694,557,melons,-0.0408775354040431,1.821428571428571,0.5999999999999988,0.5490196078431374,0.8451612903225807,3.7135720667043084,-4.313193189253431,0.05,0.7333333333333333,0.09407151558918357
1157,MEMENTOS,56,19,71,9,mementos,n,1,2,24,21,22,19,0.47,1.3979,0.25,1.3424,1.07692307692308,26,2.75,28,3.1666666666666696,3.39285714285714,4.7,3.21428571428571,3.96551724137931,552,mementos,-0.0420134069961174,3.75,0.928571428571426,0.26666666666666666,0.8193548387096774,2.9957322735539913,-4.31748811353631,0.1125,0.7466666666666667,0.0956869250810421
1158,MEMO,60,19,75,11,memo,n,1,3,337,189,255,173,6.61,2.5289,2.25,2.2788,1.10714285714286,28,1.6296296296296298,27,2.3043478260869596,4.2758620689655205,4.77777777777778,3.8,2.96551724137931,1689,memo,0.265567564815887,2.6296296296296298,0.9032258064516104,0.38028169014084506,0.8181818181818182,5.159055299214528,-6.1258983102515145,0.12790697674418605,0.7594936708860759,0.0668164046750388
1159,MERCURY,59,15,72,10,mercury,n,4,8,195,111,75,44,3.82,2.2923,1.32,2.0492,2.21428571428571,28,0.962962962962963,27,3.34782608695652,4.48275862068965,4.66666666666667,4.12,2.79310344827586,1534,mercury,0.21986040351106603,1.9629629629629632,0.4516129032258073,0.5094339622641509,0.8397435897435898,3.80666248977032,-4.481117537318112,0.12195121951219512,0.7972972972972973,0.099078803259094
1160,MERINGUE,58,23,84,7,meringue,n,1,1,33,28,30,26,0.65,1.5315,0.33,1.4624,1.3181818181818201,22,0.421052631578947,19,2.6,4.142857142857141,3.7241379310344795,3.93333333333333,3.96428571428571,718,meringue,0.00367642577209089,1.4210526315789467,0.7586206896551714,0.7037037037037039,0.8255813953488372,3.2958368660043287,-3.6472347528422175,0.07692307692307693,0.7160493827160493,0.08156756000835019
1161,MERLIN,60,15,61,22,merlin,n,2,4,289,36,0,0,5.67,2.4624,0.43,1.5682,1.23076923076923,26,0.28571428571428603,28,3.5,3.8214285714285694,3.8333333333333304,3.1785714285714306,3.35714285714286,562,merlin,-0.0400112037868547,1.2857142857142858,0.8125000000000006,0.7777777777777776,0.7658227848101266,0.0,-0.25131442828090633,0.26506024096385544,0.8,0.07419990632806986
1162,MESSIAH,71,12,82,9,messiah,n,4,5,136,47,31,23,2.67,2.1367,0.56,1.6812,1.29166666666667,24,2.2,25,3.95454545454545,2.80769230769231,4.71428571428571,3.4,3.62068965517241,880,messiah,0.0467509151277731,3.2,0.7741935483870948,0.3125,0.8793103448275862,3.1780538303479458,-4.341204640153626,0.0989010989010989,0.8554216867469879,0.10732787237121616
1163,METAPHYSICS,64,14,85,7,metaphysics,n,1,1,10,9,7,7,0.2,1.0414,0.11,1.0,1.0,28,0.2,20,3.4166666666666696,2.23076923076923,3.89285714285714,1.5357142857142903,3.07407407407407,751,metaphysics,0.0170538429497581,1.2,1.0,0.8333333333333334,0.8764705882352941,2.079441541679836,-2.26176309847379,0.07608695652173914,0.8205128205128205,0.08430688589282732
1164,METHODICAL,36,29,69,6,methodical,s,1,1,26,24,22,21,0.51,1.4314,0.29,1.3979,1.16666666666667,24,2.42307692307692,26,2.31818181818182,2.15384615384615,4.71428571428571,1.6,3.5714285714285694,929,methodical,0.0596419050693469,3.42307692307692,0.8571428571428547,0.2921348314606744,0.75,3.0910424533583165,-4.321582285068973,0.08,0.5538461538461539,0.1129943788547442
1165,METHODOLOGIES,49,36,86,7,methodologies,n,2,3,4,4,3,3,0.08,0.6990000000000001,0.05,0.6990000000000001,1.1304347826087,23,1.8333333333333302,24,2.8636363636363598,2.1923076923076903,3.96428571428571,1.36,3.28571428571429,898,methodologies,0.0529094528272498,2.8333333333333304,0.8846153846153813,0.35294117647058865,0.7584269662921348,1.3862943611198906,-2.4277482359480507,0.07526881720430108,0.5764705882352941,0.056801850090319336
1166,METRONOME,54,24,77,5,metronome,n,1,1,10,8,8,7,0.2,1.0414,0.1,0.9542,1.1363636363636398,22,0.375,24,2.3636363636363598,4.42307692307692,4.21428571428571,4.04,3.31034482758621,231,metronome,-0.15007954325516698,1.375,0.8799999999999971,0.7272727272727273,0.81875,2.079441541679836,-2.3978952727983702,0.06097560975609756,0.6923076923076923,0.05277274245386475
1167,METTLE,43,27,80,6,mettle,n,1,4,17,16,17,16,0.33,1.2553,0.19,1.2304,1.26086956521739,23,2.5,26,3.2916666666666696,2.14285714285714,3.86666666666667,1.5357142857142903,2.96551724137931,764,mettle,0.0205642772714617,3.5,0.7931034482758629,0.2857142857142857,0.7884615384615384,2.8332133440562166,-4.085976312551584,0.06976744186046513,0.6142857142857143,0.11110359234247744
1168,MICKY,47,19,76,0,micky,,0,0,57,9,0,0,1.12,1.7634,0.11,1.0,1.5652173913043501,23,0.28,25,2.9166666666666696,3.6785714285714306,3.43333333333333,2.8214285714285694,3.0689655172413794,306,micky,-0.119129104774813,1.28,0.6388888888888881,0.78125,0.8661971830985915,0.0,-0.24686007793152576,0.0,0.7121212121212122,0.06812931215994646
1169,MICRO,46,21,72,5,micro,s,1,1,29,22,19,16,0.57,1.4771,0.26,1.3617,1.55555555555556,27,2.625,24,2.125,2.57142857142857,4.79310344827586,2.89655172413793,3.0,1547,micro,0.22387545735001102,3.625,0.642857142857141,0.27586206896551724,0.8194444444444444,2.8332133440562166,-4.1210676323628554,0.06493506493506493,0.6865671641791045,0.08260848603360234
1170,MIDNIGHT,31,43,72,6,midnight,n,1,1,1447,995,1275,912,28.37,3.1608,11.86,2.9983,1.22222222222222,27,0.892857142857143,28,3.2916666666666696,4.0,4.96551724137931,3.71428571428571,3.4285714285714306,1961,midnight,0.37043488959251897,1.892857142857143,0.8181818181818196,0.5283018867924528,0.6776315789473685,6.816735880594968,-7.454823283971886,0.07692307692307693,0.4189189189189189,0.12188617850033674
1171,MIDSECTION,54,36,96,4,midsection,n,1,3,19,17,18,16,0.37,1.301,0.2,1.2553,1.42307692307692,26,1.8148148148148102,27,2.68181818181818,4.07692307692308,4.67857142857143,3.96,2.86206896551724,444,midsection,-0.0708837004205839,2.81481481481481,0.7027027027027042,0.35526315789473745,0.7894736842105263,2.8332133440562166,-3.868109818338216,0.04,0.6,0.09680389181112711
1172,MIDTERM,48,34,80,8,midterm,n,3,5,101,49,98,47,1.98,2.0086,0.58,1.699,1.55555555555556,27,1.35,20,2.7272727272727297,3.23076923076923,4.9666666666666694,2.375,2.27586206896552,1463,midterm,0.20017586771767298,2.35,0.642857142857141,0.425531914893617,0.7529411764705882,3.8712010109078916,-4.725616339063959,0.09090909090909093,0.5853658536585366,0.06846098550956632
1173,MIFFED,61,25,88,6,miffed,v,2,12,32,25,30,25,0.63,1.5185,0.3,1.415,1.15384615384615,26,3.3333333333333304,15,3.1363636363636402,1.69230769230769,3.6666666666666696,2.0833333333333304,1.9655172413793103,612,miffed,-0.0235842266751685,4.33333333333333,0.8666666666666696,0.2307692307692309,0.8277777777777777,3.258096538021482,-4.724433606814909,0.06382978723404255,0.7093023255813954,0.10306954496262875
1174,MIGRATE,59,27,72,18,migrate,v,2,3,21,20,20,19,0.41,1.3424,0.24,1.3222,1.15384615384615,26,1.7391304347826102,23,3.05555555555556,2.6296296296296298,4.93103448275862,3.08,3.3448275862069,1409,migrate,0.18559288824683898,2.7391304347826098,0.8666666666666696,0.3650793650793649,0.7443181818181818,2.9957322735539913,-4.003372784016374,0.2,0.686046511627907,0.07574821741453443
1175,MILAN,56,15,71,10,milan,n,1,2,96,60,0,0,1.88,1.9868,0.72,1.7853,1.12,25,0.133333333333333,15,2.95454545454545,3.65384615384615,3.69230769230769,3.5,3.56,1813,milan,0.30975752769101395,1.133333333333333,0.8928571428571428,0.8823529411764708,0.8355263157894737,0.0,-0.1251631429540058,0.12345679012345677,0.7887323943661971,0.07958572440324344
1176,MILESTONE,50,24,72,16,milestone,n,2,3,36,34,33,31,0.71,1.5682,0.41,1.5441,1.44444444444444,27,2.31818181818182,22,3.90909090909091,2.46153846153846,4.86206896551724,2.0,4.13793103448276,1808,milestone,0.308649071186234,3.31818181818182,0.6923076923076944,0.30136986301369845,0.7530864197530864,3.4657359027997265,-4.665152890589802,0.18181818181818185,0.6756756756756757,0.07265759064923465
1177,MILKY,58,21,85,6,milky,s,1,3,95,69,26,26,1.86,1.9823,0.82,1.8451,1.8,30,1.6956521739130401,23,2.2916666666666696,2.8,4.64285714285714,3.78571428571429,3.48148148148148,975,milky,0.07116045059894399,2.6956521739130404,0.5555555555555556,0.3709677419354844,0.8411764705882353,3.2958368660043287,-4.2874770351202685,0.06593406593406594,0.7341772151898734,0.12481115369153778
1178,MILLER,58,25,78,10,miller,n,6,13,1165,342,3,3,22.84,3.0667,4.08,2.5353,1.60714285714286,28,0.29166666666666696,24,2.18181818181818,3.9615384615384603,3.9310344827586206,2.06896551724138,3.10344827586207,2055,miller,0.43032481633617103,1.291666666666667,0.6222222222222211,0.7741935483870966,0.7953216374269005,1.3862943611198906,-1.642227735257091,0.11363636363636365,0.6987951807228916,0.12400539132808058
1179,MINGLE,44,26,71,12,mingle,v,3,8,137,113,112,97,2.69,2.1399,1.35,2.0569,1.11111111111111,27,2.75,28,3.5,2.25,4.7,3.0,3.79310344827586,911,mingle,0.0559344980375984,3.75,0.9000000000000009,0.26666666666666666,0.7516339869281046,4.584967478670572,-5.906723318652892,0.14457831325301204,0.6285714285714286,0.1320229090959025
1180,MINK,62,12,79,8,mink,n,3,4,189,77,123,70,3.71,2.2788,0.92,1.8921,1.3703703703703702,27,0.5,22,3.04545454545455,4.08,4.11111111111111,4.481481481481481,3.42307692307692,582,mink,-0.0315022169175525,1.5,0.7297297297297299,0.6666666666666666,0.8757763975155279,4.262679877041316,-4.668144985149481,0.09195402298850576,0.8378378378378378,0.0918045506067374
1181,MINNIE,64,10,73,8,minnie,,0,0,141,50,2,1,2.76,2.1523,0.6,1.7076,1.11538461538462,26,0.31818181818181795,22,2.7391304347826098,3.48275862068966,3.51851851851852,3.4,3.55172413793103,408,minnie,-0.0803300770561248,1.318181818181818,0.8965517241379273,0.7586206896551726,0.8838709677419355,0.6931471805599453,-0.9694005571881033,0.09876543209876544,0.8648648648648649,0.08970785258868853
1182,MIRACLE,50,20,61,15,miracle,n,2,2,1359,871,1258,827,26.65,3.1335,10.38,2.9405,1.3666666666666698,30,1.77272727272727,22,4.45833333333333,2.15384615384615,4.703703703703701,2.46428571428571,4.8148148148148096,1803,miracle,0.30603556100506,2.7727272727272703,0.7317073170731689,0.3606557377049184,0.7602739726027398,6.7190131543852605,-7.738844565200254,0.1973684210526316,0.7142857142857143,0.1432743201609162
1183,MISCALCULATED,62,28,84,11,miscalculated,v,2,4,19,19,19,19,0.37,1.301,0.23,1.301,1.36,25,2.47619047619048,21,2.68181818181818,1.88,4.86666666666667,1.5,2.0,575,miscalculated,-0.0347268156039346,3.47619047619048,0.7352941176470588,0.28767123287671204,0.7891891891891892,2.9957322735539913,-4.24166927697896,0.11578947368421053,0.6888888888888889,0.0863831543331526
1184,MISCONCEPTIONS,54,19,75,12,misconceptions,n,1,1,6,6,6,6,0.12,0.8451,0.07,0.8451,1.17241379310345,29,2.7407407407407405,27,2.81818181818182,1.88461538461538,4.72413793103448,1.28571428571429,2.03448275862069,682,misconceptions,-0.00761728289432607,3.7407407407407405,0.8529411764705871,0.2673267326732674,0.80625,1.9459101490553128,-3.265193799892243,0.13793103448275862,0.7397260273972602,0.0978879331640745
1185,MISPRONOUNCE,48,38,90,3,mispronounce,v,1,2,9,9,9,9,0.18,1.0,0.11,1.0,1.0,27,1.42857142857143,21,2.18181818181818,2.36,4.9,1.5416666666666698,2.24137931034483,122,mispronounce,-0.215007618745552,2.4285714285714297,1.0,0.4117647058823528,0.770949720670391,2.302585092994046,-3.1898882879949486,0.03225806451612903,0.5581395348837209,0.05145280642023145
1186,MISTY,51,17,59,17,misty,s,2,5,80,62,47,41,1.57,1.9085,0.74,1.7993,1.8620689655172398,29,2.0,27,2.45454545454545,3.3703703703703702,4.51724137931035,3.48275862068966,3.31034482758621,651,misty,-0.0139892227146104,3.0,0.5370370370370374,0.3333333333333333,0.7638888888888888,3.737669618283368,-4.836281906951479,0.2236842105263158,0.75,0.13383823862203764
1187,MITTS,59,23,78,9,mitts,n,2,8,56,51,56,51,1.1,1.7559,0.61,1.716,1.6296296296296298,27,1.61538461538462,26,2.3043478260869596,4.37931034482759,4.481481481481481,3.84,3.20689655172414,196,mitts,-0.16736799336564,2.6153846153846203,0.6136363636363635,0.3823529411764699,0.8106508875739645,3.951243718581428,-4.912654885736053,0.10344827586206896,0.7195121951219512,0.08012463373873155
1188,MIXING,36,32,78,1,mixing,n,7,31,176,164,165,155,3.45,2.248,1.96,2.2175,1.7037037037037,27,3.1724137931034497,29,3.125,2.9285714285714306,5.0,3.46428571428571,3.3448275862069,1855,mixing,0.32477271028728494,4.17241379310345,0.5869565217391317,0.2396694214876032,0.7755102040816326,5.049856007249537,-6.478350722859805,0.012658227848101266,0.5294117647058824,0.09752505847959303
1189,MOAT,63,28,86,12,moat,n,1,2,60,40,60,40,1.18,1.7853,0.48,1.6128,1.1304347826087,23,0.708333333333333,24,2.6666666666666696,4.5,4.48275862068965,4.6,2.9310344827586206,924,moat,0.0583453840833817,1.708333333333333,0.8846153846153813,0.5853658536585367,0.7883597883597884,3.7135720667043084,-4.24909030306067,0.12244897959183673,0.6923076923076923,0.10301075631107044
1190,MOLESTING,62,11,80,1,molesting,v,2,12,53,36,52,36,1.04,1.7324,0.43,1.5682,1.5357142857142903,28,2.375,24,4.08333333333333,3.25,4.86206896551724,3.1,1.07142857142857,1024,molesting,0.0831369875539498,3.375,0.6511627906976726,0.2962962962962963,0.9220779220779219,3.610917912644224,-4.827313236968718,0.012345679012345678,0.8493150684931506,0.08343162747551082
1191,MOMENTARILY,54,30,84,13,momentarily,r,2,4,81,76,78,73,1.59,1.9138,0.91,1.8865,1.07407407407407,27,2.8636363636363598,22,2.28,2.03703703703704,4.85714285714286,1.3,3.1724137931034497,1218,momentarily,0.133417399642535,3.8636363636363598,0.9310344827586242,0.2588235294117649,0.7624309392265194,4.30406509320417,-5.655673896336171,0.13402061855670105,0.6428571428571429,0.15728219208858873
1192,MONASTERY,69,20,90,6,monastery,n,1,1,189,82,177,80,3.71,2.2788,0.98,1.9191,1.0689655172413801,29,0.7272727272727271,22,1.9166666666666698,4.34615384615385,4.518518518518519,4.142857142857141,3.3333333333333304,1421,monastery,0.18803517179415502,1.7272727272727268,0.9354838709677414,0.5789473684210527,0.8594594594594595,4.394449154672439,-4.940992861040509,0.0625,0.7752808988764045,0.08181556908474548
1193,MONKEY,55,19,71,7,monkey,n,4,19,1709,782,1403,716,33.51,3.233,9.32,2.8938,1.82142857142857,28,1.25925925925926,27,2.95652173913043,4.82758620689655,4.925925925925929,4.96,3.55172413793103,1406,monkey,0.18485728542297303,2.2592592592592595,0.5490196078431376,0.44262295081967207,0.8289473684210527,6.57507584059962,-7.390112838768602,0.08974358974358974,0.7432432432432432,0.1419704366039169
1194,MONORAIL,44,17,72,3,monorail,n,1,1,5,3,5,3,0.1,0.7782,0.04,0.6021,1.04,25,0.6842105263157889,19,3.04545454545455,4.38461538461539,4.23333333333333,4.41666666666667,3.75862068965517,663,monorail,-0.0114628946891042,1.684210526315789,0.9615384615384616,0.5937500000000002,0.8529411764705882,1.3862943611198906,-1.907591284753176,0.04,0.7213114754098361,0.05145851925564573
1195,MONSIGNOR,60,21,83,4,monsignor,n,1,1,111,23,22,8,2.18,2.0492,0.27,1.3802,1.0,18,0.823529411764706,17,2.1666666666666696,3.3333333333333304,2.78571428571429,2.86666666666667,3.25,485,monsignor,-0.0607099825657319,1.823529411764706,1.0,0.5483870967741935,0.8511904761904762,2.19722457733622,-2.7979984377651497,0.045977011494252866,0.7407407407407407,0.05625703128617344
1196,MONTEREY,68,24,90,7,monterey,n,1,1,51,14,0,0,1.0,1.716,0.17,1.1761,1.42307692307692,26,0.04,25,2.7727272727272703,3.71428571428571,3.8333333333333304,2.75,3.2758620689655205,1175,monterey,0.123205049665241,1.04,0.7027027027027042,0.9615384615384616,0.8359788359788359,0.0,-0.03922071315328138,0.07216494845360824,0.7391304347826086,0.08074411627417946
1197,MONTGOMERY,76,7,83,8,montgomery,n,3,9,308,94,0,0,6.04,2.49,1.12,1.9777,1.38461538461538,26,0.10526315789473699,19,2.47826086956522,3.89655172413793,3.55555555555556,2.76,3.21428571428571,1709,montgomery,0.273425877835721,1.1052631578947372,0.7222222222222247,0.9047619047619048,0.913793103448276,0.0,-0.10008345855698264,0.08791208791208792,0.9156626506024096,0.10931254473206613
1198,MONTREAL,51,19,68,14,montreal,n,1,1,96,46,0,0,1.88,1.9868,0.55,1.6721,1.11111111111111,27,0.0,29,3.1666666666666696,4.75,4.66666666666667,3.78571428571429,3.2758620689655205,1792,montreal,0.30261435964280503,1.0,0.9000000000000009,1.0,0.7828947368421053,0.0,0.0,0.17073170731707318,0.7285714285714285,0.10485244156569731
1199,MOOLAH,67,14,83,4,moolah,n,1,19,10,10,10,10,0.2,1.0414,0.12,1.0414,1.11538461538462,26,3.69230769230769,26,4.20833333333333,3.3214285714285694,3.96666666666667,3.5714285714285694,4.0,175,moolah,-0.18030293627877,4.692307692307691,0.8965517241379273,0.2131147540983608,0.8928571428571429,2.3978952727983707,-3.9438197795101453,0.045977011494252866,0.8271604938271605,0.11085928177241519
1200,MOOSE,57,19,78,9,moose,n,1,4,282,126,152,88,5.53,2.4518,1.5,2.1038,1.33333333333333,27,0.368421052631579,19,2.8636363636363598,4.96153846153846,4.82758620689655,4.869565217391299,3.44827586206897,1178,moose,0.12345144809672301,1.368421052631579,0.7500000000000019,0.7307692307692307,0.8282208588957055,4.48863636973214,-4.802293928587182,0.10344827586206896,0.75,0.12739832850460608
1201,MORBID,57,17,77,11,morbid,s,3,7,132,122,125,116,2.59,2.1239,1.45,2.0899,1.24,25,2.36,25,3.68181818181818,1.84615384615385,4.75862068965517,2.08,1.41379310344828,650,morbid,-0.0144879847484225,3.36,0.8064516129032259,0.2976190476190476,0.8271604938271605,4.762173934797756,-5.9741149087728695,0.125,0.7702702702702703,0.13812946323425204
1202,MORPH,50,32,80,10,morph,v,2,2,38,8,8,7,0.75,1.5911,0.1,0.9542,1.25,28,2.3703703703703702,27,3.6956521739130404,2.55172413793103,4.66666666666667,3.25,3.13793103448276,642,morph,-0.0168126383666824,3.3703703703703702,0.8,0.2967032967032968,0.7558139534883721,2.079441541679836,-3.2944641821923573,0.1111111111111111,0.6097560975609756,0.11975333844387925
1203,MORROW,80,23,96,19,morrow,n,1,1,119,42,57,28,2.33,2.0792,0.5,1.6335,1.25925925925926,27,1.5833333333333302,12,2.12,2.7407407407407405,3.48275862068966,1.7,3.25,835,morrow,0.0362278549083163,2.5833333333333304,0.7941176470588229,0.3870967741935489,0.8073394495412844,3.3672958299864737,-4.316376384683618,0.16521739130434782,0.7766990291262136,0.10984977420493759
1204,MORTGAGES,56,17,74,4,mortgages,n,2,2,36,31,33,29,0.71,1.5682,0.37,1.5051,1.35714285714286,28,0.7407407407407409,27,2.6956521739130404,3.51724137931034,4.62962962962963,2.44,2.31034482758621,1618,mortgages,0.245424867273653,1.740740740740741,0.7368421052631563,0.5744680851063829,0.8609271523178808,3.4011973816621555,-3.9555081173678843,0.05128205128205128,0.7671232876712328,0.07492296033304531
1205,MOSES,69,17,83,11,moses,n,2,4,364,166,8,4,7.14,2.5623,1.98,2.2227,1.2,30,0.0909090909090909,22,2.7916666666666696,3.84615384615385,4.653846153846151,3.78571428571429,3.4615384615384603,1143,moses,0.11444392483984697,1.0909090909090908,0.8333333333333334,0.9166666666666669,0.8444444444444444,1.6094379124341005,-1.69644928942373,0.11702127659574467,0.8023255813953488,0.10700424845858512
1206,MOTHBALLS,64,17,89,2,mothballs,n,2,3,34,29,30,28,0.67,1.5441,0.35,1.4771,1.14814814814815,27,0.172413793103448,29,1.9166666666666698,4.67857142857143,4.6,4.357142857142859,2.06896551724138,280,mothballs,-0.132895825004762,1.172413793103448,0.8709677419354825,0.8529411764705884,0.8895348837209303,3.3672958299864737,-3.526360524616161,0.02197802197802198,0.7901234567901234,0.0867032206016281
1207,MOVIE,49,24,79,4,movie,n,1,10,6271,2101,6103,2066,122.96,3.7974,25.05,3.3226,1.11538461538462,26,2.46428571428571,28,3.76,4.392857142857141,5.0,4.42857142857143,3.9310344827586206,2045,movie,0.422343068771683,3.46428571428571,0.8965517241379273,0.2886597938144333,0.8205128205128205,7.633853559681767,-8.876360028009945,0.04819277108433735,0.6712328767123288,0.09003343437640858
1208,MUCHACHOS,60,14,81,0,muchachos,,0,0,33,24,25,20,0.65,1.5315,0.29,1.3979,1.0434782608695699,23,1.7692307692307698,13,3.09090909090909,2.92307692307692,3.11111111111111,3.18518518518519,3.61538461538462,113,muchachos,-0.225092119878368,2.76923076923077,0.9583333333333288,0.36111111111111105,0.9096774193548388,3.0445224377234235,-4.063092018717997,0.0,0.8108108108108109,0.0310965051440321
1209,MUDDY,55,23,75,9,muddy,v,7,27,153,107,105,92,3.0,2.1875,1.28,2.0334,1.82142857142857,28,3.09090909090909,22,2.59090909090909,3.42307692307692,4.846153846153849,4.481481481481481,2.0,1426,muddy,0.189042305634325,4.09090909090909,0.5490196078431376,0.2444444444444445,0.8024691358024691,4.532599493153255,-5.941366710125205,0.10714285714285714,0.7051282051282052,0.1461834192939116
1210,MUFFINS,69,21,85,10,muffins,n,1,2,178,118,165,113,3.49,2.2529,1.41,2.0755,1.32142857142857,28,1.0,27,2.60869565217391,4.79310344827586,4.851851851851849,4.84,4.28571428571429,720,muffins,0.00413348137443485,2.0,0.7567567567567576,0.5,0.8324324324324325,4.736198448394496,-5.429345628954442,0.10526315789473684,0.7666666666666667,0.09152557378397072
1211,MULLET,61,10,71,12,mullet,n,3,7,29,17,17,15,0.57,1.4771,0.2,1.2553,1.53846153846154,26,0.827586206896552,29,2.375,4.321428571428569,4.5,4.46428571428571,2.44827586206897,497,mullet,-0.0576990293784219,1.8275862068965518,0.6499999999999994,0.5471698113207546,0.8571428571428571,2.772588722239781,-3.3755848058054294,0.14457831325301204,0.8591549295774648,0.10438261706736206
1212,MULLIGAN,68,19,81,11,mulligan,n,1,3,89,35,11,10,1.75,1.9542,0.42,1.5563,1.36,25,1.3125,16,2.2727272727272703,2.68,3.7,2.0833333333333304,3.20689655172414,341,mulligan,-0.104907833279159,2.3125,0.7352941176470588,0.4324324324324325,0.8324022346368715,2.3978952727983707,-3.236224463202814,0.11956521739130435,0.7816091954022989,0.08877925156918566
1213,MULTIFACETED,63,26,89,5,multifaceted,s,1,4,2,2,2,2,0.04,0.4771,0.02,0.4771,1.25925925925926,27,1.88461538461538,26,3.34782608695652,1.89655172413793,4.14814814814815,2.48,3.68965517241379,641,multifaceted,-0.0171591997692062,2.88461538461538,0.7941176470588229,0.34666666666666723,0.8306010928961749,1.0986122886681098,-2.1580038641829367,0.05319148936170213,0.7078651685393258,0.09458582470237939
