,word_upper,word_lower,pos,acc,hits,misses,correct.rejections,false.alarms,# meanings (human),# synonyms (human),# meanings (Wordnet),# synonyms (Wordnet),Subtlex frequency,Log Subtlex frequency,Subtlex CD,Log Subtlex CD,Arousal,Concreteness,Familiarity,Imageability,Valence,GloVe distinctiveness,# subjects (human) meanings,1/# meanings (human),# subjects (human) synonyms,# synonyms (human) + 1,1/# synonyms (human),false.alarm.rate,hit.rate
1057,LENGTH,length,n,0.7621951219512195,44,32,81,7,1.59259259259259,2.57142857142857,5,7,7.02,2.5551,3.22,2.4330000000000003,2.40909090909091,3.11538461538462,4.8518518518518485,2.77777777777778,3.08,0.07559113281760396,27,0.6279069767441872,21,3.5714285714285694,0.2800000000000001,0.07954545454545454,0.5789473684210527
1058,LENIENCY,leniency,n,0.7578947368421053,53,38,91,8,1.2,2.8333333333333304,3,9,0.43,1.3617,0.23,1.301,1.96,1.7857142857142905,4.55172413793103,1.6,3.678571428571431,0.08855171577755858,25,0.8333333333333334,24,3.8333333333333295,0.2608695652173915,0.08080808080808081,0.5824175824175825
1059,LEST,lest,s,0.7792207792207793,41,32,79,2,1.08695652173913,1.05555555555556,1,3,1.96,2.0043,0.99,1.9243,2.2083333333333304,1.7307692307692302,3.5,1.03703703703704,2.81481481481481,0.17381185883003802,23,0.9200000000000004,18,2.05555555555556,0.4864864864864855,0.02469135802469136,0.5616438356164384
1060,LETTERHEAD,letterhead,n,0.8205128205128205,55,20,73,8,1.11111111111111,0.791666666666667,1,1,0.41,1.3424,0.23,1.301,2.18181818181818,4.42307692307692,4.64285714285714,4.2,3.1724137931034497,0.056570606769891826,27,0.9000000000000009,24,1.791666666666667,0.5581395348837208,0.09876543209876544,0.7333333333333333
1061,LIEUTENANT,lieutenant,n,0.8658536585365854,59,18,83,4,1.33333333333333,0.590909090909091,4,6,104.04,3.7248,10.56,2.9479,2.7727272727272703,4.34615384615385,4.7407407407407405,3.61538461538462,3.30769230769231,0.09133825084063296,27,0.7500000000000019,22,1.5909090909090908,0.6285714285714286,0.04597701149425287,0.7662337662337663
1062,LIFE,life,n,0.7010869565217391,40,50,89,5,2.14285714285714,2.2962962962963,14,28,796.65,4.6088,90.56,3.8806,3.56521739130435,2.7241379310344795,4.925925925925929,2.68,4.3448275862069,0.14930309257950813,28,0.4666666666666673,27,3.2962962962963,0.3033707865168536,0.05319148936170213,0.4444444444444444
1063,LIFEBOAT,lifeboat,n,0.8074866310160428,58,31,93,5,1.21428571428571,0.923076923076923,1,1,1.39,1.8573,0.54,1.6628,3.2608695652173902,4.78571428571429,4.8148148148148096,4.72,3.78571428571429,0.07435063444799221,28,0.8235294117647088,26,1.9230769230769231,0.52,0.051020408163265314,0.651685393258427
1064,LIFELONG,lifelong,s,0.7624309392265194,50,36,88,7,1.13333333333333,1.90909090909091,1,2,1.51,1.8921,0.87,1.8692,2.75,2.6153846153846203,4.66666666666667,1.6296296296296298,3.92592592592593,0.10282292934871516,30,0.8823529411764732,22,2.90909090909091,0.3437499999999999,0.07368421052631577,0.5813953488372093
1065,LIFESTYLE,lifestyle,n,0.7452229299363057,43,31,74,9,1.37931034482759,1.96296296296296,1,4,4.94,2.4031,2.55,2.3324,2.5,1.8148148148148104,4.86206896551724,1.82758620689655,3.6551724137931,0.1085450187228501,29,0.7249999999999979,27,2.96296296296296,0.3375000000000003,0.10843373493975904,0.581081081081081
1066,LIFTER,lifter,n,0.7682926829268293,40,37,86,1,1.5416666666666698,1.36842105263158,2,5,0.24,1.1139,0.11,1.0,2.81818181818182,3.38461538461538,4.5,2.48,3.10344827586207,0.0737350224513559,24,0.6486486486486472,19,2.36842105263158,0.422222222222222,0.011494252873563218,0.5194805194805194
1067,LIGHTHEARTED,lighthearted,s,0.8322981366459627,60,18,74,9,1.11111111111111,2.5,1,5,0.22,1.0792,0.13,1.0792,3.04545454545455,1.96296296296296,4.9,1.7391304347826102,4.20689655172414,0.10339776130406256,27,0.9000000000000009,20,3.5,0.2857142857142857,0.10843373493975904,0.7692307692307693
1068,LILIES,lilies,n,0.8516483516483516,71,15,84,12,1.22222222222222,0.33333333333333304,1,1,1.9,1.9912,0.87,1.8692,2.578947368421049,4.57142857142857,4.75862068965517,4.84,4.3448275862069,0.0940928237651572,27,0.8181818181818196,24,1.333333333333333,0.7500000000000002,0.125,0.8255813953488372
1069,LINGERIE,lingerie,n,0.8684210526315791,64,9,68,11,1.0,2.0,1,2,2.82,2.1614,1.38,2.0682,4.41666666666667,4.64285714285714,4.86206896551724,4.83333333333333,3.928571428571431,0.08412153983360775,28,1.0,23,3.0,0.3333333333333333,0.13924050632911392,0.8767123287671232
1070,LIONEL,lionel,,0.8531073446327684,67,19,84,7,1.15,0.157894736842105,0,0,3.8,2.29,0.64,1.7404,2.4583333333333304,3.2592592592592595,3.48275862068966,2.5,3.1785714285714306,0.07630940590002737,20,0.8695652173913044,19,1.1578947368421049,0.8636363636363638,0.07692307692307693,0.7790697674418605
1071,LIQUORS,liquors,n,0.8662420382165605,56,20,80,1,1.1923076923076898,1.96296296296296,3,11,0.31,1.2304,0.17,1.1761,3.86363636363636,4.11538461538461,4.79310344827586,4.68,3.44827586206897,0.08617035416213567,26,0.8387096774193564,27,2.96296296296296,0.3375000000000003,0.012345679012345678,0.7368421052631579
1072,LITHIUM,lithium,n,0.8958333333333334,56,11,73,4,1.1923076923076898,0.4761904761904761,1,3,1.18,1.7853,0.45,1.5911,2.63636363636364,4.11538461538461,4.55172413793103,2.9583333333333304,2.62068965517241,0.05562853336150711,26,0.8387096774193564,21,1.4761904761904758,0.6774193548387097,0.05194805194805195,0.8358208955223879
1073,LITIGATION,litigation,n,0.7411167512690355,58,34,88,17,1.13793103448276,1.5,1,2,1.45,1.8751,0.75,1.8062,3.39130434782609,2.69230769230769,4.37037037037037,2.46428571428571,1.96296296296296,0.07765795854630976,29,0.8787878787878777,22,2.5,0.4,0.1619047619047619,0.6304347826086957
1074,LITTERS,litters,n,0.8114285714285714,54,28,88,5,2.0,1.6296296296296298,7,9,0.12,0.8451,0.07,0.8451,2.81818181818182,3.60714285714286,4.703703703703701,3.8,2.68965517241379,0.06754728199993695,27,0.5,27,2.6296296296296298,0.38028169014084506,0.053763440860215055,0.6585365853658537
1075,LITTLE,little,n,0.7412587412587412,31,36,75,1,1.9642857142857095,4.95833333333333,10,26,1446.39,4.8679,96.23,3.907,1.92,2.96296296296296,5.0,3.53333333333333,3.24137931034483,0.1768711310083538,28,0.5090909090909103,24,5.95833333333333,0.16783216783216792,0.013157894736842105,0.4626865671641791
1076,LOAF,loaf,n,0.8104575163398693,51,23,73,6,2.06666666666667,1.5,4,29,4.47,2.3598,1.93,2.2122,1.875,4.07692307692308,4.85714285714286,4.21428571428571,3.7037037037037,0.10462734283970544,30,0.4838709677419347,22,2.5,0.4,0.0759493670886076,0.6891891891891891
1077,LOCKER,locker,n,0.7820512820512819,48,25,74,9,1.44444444444444,1.25,3,6,15.98,2.9117,5.85,2.692,2.1666666666666696,4.89285714285714,4.93103448275862,4.64,3.14285714285714,0.10820013873928593,27,0.6923076923076944,24,2.25,0.4444444444444444,0.10843373493975904,0.6575342465753424
1078,LODE,lode,n,0.7777777777777778,50,35,90,5,1.18181818181818,1.15384615384615,1,2,0.8,1.6232,0.38,1.5185,2.90909090909091,2.92307692307692,2.35714285714286,2.24,3.28571428571429,0.0689535936314537,11,0.8461538461538474,13,2.1538461538461497,0.4642857142857152,0.05263157894736842,0.5882352941176471
1079,LOGBOOK,logbook,n,0.8086419753086421,51,26,80,5,1.03703703703704,1.72222222222222,1,1,0.29,1.2041,0.1,0.9542,1.95454545454545,4.44,4.43333333333333,3.9166666666666696,3.03448275862069,0.05980406751263274,27,0.9642857142857114,18,2.72222222222222,0.3673469387755105,0.05882352941176471,0.6623376623376623
1080,LONDON,london,n,0.8742514970059879,68,11,78,10,1.11538461538462,0.0869565217391304,2,7,46.02,3.3707,9.22,2.8887,3.38888888888889,4.46428571428571,4.82758620689655,4.625,3.96428571428571,0.11105800771620217,26,0.8965517241379273,23,1.0869565217391304,0.92,0.11363636363636365,0.8607594936708861
1081,LONELIEST,loneliest,s,0.7988826815642458,57,28,86,8,1.07407407407407,2.03448275862069,4,12,0.65,1.5315,0.36,1.4914,2.0,1.89285714285714,4.83333333333333,1.96296296296296,1.4642857142857095,0.06973590295765887,27,0.9310344827586242,29,3.03448275862069,0.3295454545454545,0.0851063829787234,0.6705882352941176
1082,LONER,loner,n,0.839572192513369,63,26,94,4,1.18518518518519,3.0833333333333304,1,3,3.1,2.2014,1.59,2.1271,1.72,2.59259259259259,4.82758620689655,2.93333333333333,2.21428571428571,0.10499832744779286,27,0.8437499999999966,24,4.08333333333333,0.2448979591836737,0.040816326530612235,0.7078651685393258
1083,LONGS,longs,v,0.7530120481927711,41,40,84,1,1.4583333333333302,2.09090909090909,1,3,0.98,1.7076,0.36,1.4914,3.0,1.80769230769231,4.357142857142859,1.36,2.71428571428571,0.08687753839415242,24,0.6857142857142873,22,3.09090909090909,0.323529411764706,0.011764705882352941,0.5061728395061729
1084,LOONY,loony,n,0.8727272727272727,69,10,75,11,1.55172413793103,4.0,2,28,2.41,2.0934,1.26,2.0294,3.7272727272727297,1.7037037037037,4.44827586206897,2.58620689655172,2.37931034482759,0.12204166412573995,29,0.6444444444444463,26,5.0,0.2,0.12790697674418605,0.8734177215189873
1085,LOSING,losing,v,0.7426900584795322,42,39,85,5,1.64285714285714,1.9259259259259296,11,20,53.37,3.435,24.03,3.3047,2.91304347826087,1.93103448275862,4.888888888888889,2.68,1.58620689655172,0.1329304168021198,28,0.6086956521739141,27,2.92592592592593,0.3417721518987337,0.05555555555555555,0.5185185185185185
1086,LOUISIANA,louisiana,n,0.832258064516129,53,22,76,4,1.11111111111111,0.166666666666667,1,3,4.43,2.356,1.36,2.0607,2.92,4.42857142857143,4.82758620689655,4.1,3.3214285714285694,0.11581939546690315,27,0.9000000000000009,24,1.166666666666667,0.8571428571428569,0.05,0.7066666666666667
1087,LOVERS,lovers,n,0.8,54,32,90,4,1.51851851851852,2.61904761904762,3,6,11.22,2.7582,5.17,2.6385,4.27272727272727,3.07692307692308,4.96551724137931,3.9583333333333295,4.58620689655172,0.12399049636151065,27,0.658536585365853,21,3.619047619047621,0.2763157894736841,0.0425531914893617,0.627906976744186
1088,LUCID,lucid,s,0.8482758620689655,52,16,71,6,1.5,2.61904761904762,4,16,1.27,1.8195,0.64,1.7404,3.09090909090909,2.03846153846154,4.518518518518519,2.0,3.84615384615385,0.11047344419837044,28,0.6666666666666666,21,3.619047619047621,0.2763157894736841,0.07792207792207792,0.7647058823529411
1089,LUMPS,lumps,n,0.7765363128491619,54,32,85,8,1.74074074074074,2.0,6,25,1.73,1.9494,0.95,1.9085,3.22222222222222,4.107142857142859,4.92857142857143,4.24,1.7037037037037,0.12015996897421945,27,0.5744680851063833,23,3.0,0.3333333333333333,0.08602150537634409,0.627906976744186
1090,LUNACY,lunacy,n,0.8363636363636363,52,25,86,2,1.38461538461538,3.52380952380952,2,9,1.0,1.716,0.51,1.6435,4.0,1.75,4.68965517241379,2.4,1.89655172413793,0.11488165445062284,26,0.7222222222222247,21,4.523809523809518,0.2210526315789476,0.022727272727272728,0.6753246753246753
1091,LUNG,lung,n,0.8368794326241135,47,19,71,4,1.25925925925926,0.625,1,1,8.24,2.6243,2.85,2.3802,2.08,4.8461538461538485,4.75862068965517,4.5333333333333306,3.10344827586207,0.08154456605451257,27,0.7941176470588229,24,1.625,0.6153846153846154,0.05333333333333334,0.7121212121212122
1092,LUPUS,lupus,n,0.8839779005524862,77,10,83,11,1.11111111111111,0.0909090909090909,2,2,1.73,1.9494,0.2,1.2553,3.15789473684211,3.60714285714286,3.96551724137931,2.4,1.31034482758621,0.06729832295253496,27,0.9000000000000009,22,1.0909090909090908,0.9166666666666669,0.11702127659574467,0.8850574712643678
1093,LURCH,lurch,n,0.8723404255319149,51,16,72,2,1.48,1.9642857142857095,9,23,0.84,1.6435,0.35,1.4771,3.0416666666666696,2.77777777777778,4.06666666666667,2.9285714285714306,2.1724137931034497,0.13038779760727595,25,0.6756756756756757,28,2.96428571428571,0.3373493975903619,0.027027027027027032,0.7611940298507462
1094,LUTHER,luther,n,0.8324324324324325,65,25,89,6,1.40740740740741,0.04,1,2,11.98,2.7868,1.76,2.1732,2.7083333333333304,3.78571428571429,3.5,2.25,3.0689655172413794,0.10288430442160977,27,0.7105263157894723,25,1.04,0.9615384615384616,0.06315789473684211,0.7222222222222222
1095,LYMPHOMA,lymphoma,n,0.8222222222222222,46,18,65,6,1.03571428571429,0.653846153846154,1,1,0.55,1.4624,0.23,1.301,3.04347826086957,4.0,3.96296296296296,2.4,1.20689655172414,0.05201258334062637,28,0.9655172413793064,26,1.653846153846154,0.6046511627906976,0.08450704225352113,0.71875
1096,LYNN,lynn,,0.8940397350993378,58,14,77,2,1.0,0.235294117647059,0,0,9.57,2.6893,1.07,1.959,2.40909090909091,2.80769230769231,2.77777777777778,2.5,3.30769230769231,0.10801838407687099,19,1.0,17,1.2352941176470589,0.8095238095238095,0.02531645569620253,0.8055555555555556
1097,MACBETH,macbeth,n,0.912087912087912,71,15,95,1,1.11538461538462,0.33333333333333304,1,1,2.33,2.0792,0.55,1.6721,3.2727272727272703,3.61538461538462,4.14814814814815,3.22222222222222,2.88461538461538,0.08462665932268287,26,0.8965517241379273,18,1.333333333333333,0.7500000000000002,0.010416666666666666,0.8255813953488372
1098,MACH,mach,n,0.8232323232323232,67,28,96,7,1.23809523809524,0.2,1,2,1.86,1.9823,0.3,1.415,3.4285714285714306,2.53846153846154,3.40740740740741,1.6666666666666698,3.03846153846154,0.07205930192433789,21,0.8076923076923065,15,1.2,0.8333333333333334,0.06796116504854369,0.7052631578947368
1099,MADONNA,madonna,n,0.93125,71,6,78,5,2.1153846153846203,0.666666666666667,2,7,5.55,2.4533,1.57,2.1239,3.90909090909091,4.19230769230769,4.67857142857143,4.36,3.48275862068966,0.11662928769342802,26,0.4727272727272717,24,1.666666666666667,0.5999999999999999,0.060240963855421686,0.922077922077922
1100,MADRID,madrid,n,0.7956204379562044,47,16,62,12,1.15384615384615,0.0,1,3,2.61,2.1271,0.86,1.8633,3.5,4.769230769230768,4.48275862068965,3.6,3.6551724137931,0.08353926508214261,26,0.8666666666666696,22,1.0,1.0,0.16216216216216214,0.7460317460317459
1101,MAHJONG,mahjong,n,0.9009900990099008,79,16,103,4,1.07407407407407,0.0,1,2,1.75,1.9542,0.51,1.6435,2.82608695652174,4.03448275862069,3.8518518518518494,3.96,3.51724137931034,0.0786276461159478,27,0.9310344827586242,21,1.0,1.0,0.037383177570093455,0.8315789473684211
1102,MAILBOX,mailbox,n,0.7945945945945946,58,33,89,5,1.21428571428571,0.7692307692307689,2,5,4.16,2.3284,1.88,2.2014,2.2608695652173902,4.79310344827586,4.925925925925929,4.8,3.41379310344828,0.0819412668521111,28,0.8235294117647088,26,1.7692307692307692,0.5652173913043479,0.05319148936170213,0.6373626373626373
1103,MAJESTIC,majestic,s,0.7865168539325843,58,27,82,11,1.4642857142857095,2.88461538461538,3,11,1.37,1.8513,0.61,1.716,3.95652173913043,1.75,4.730769230769232,3.08,4.68965517241379,0.11437294847417652,28,0.6829268292682947,26,3.88461538461538,0.2574257425742577,0.11827956989247312,0.6823529411764706
1104,MAJORING,majoring,v,0.7407407407407407,46,43,94,6,1.48148148148148,1.57142857142857,1,1,0.53,1.4472,0.27,1.3802,2.90909090909091,2.15384615384615,4.40740740740741,1.51851851851852,3.57692307692308,0.023015898923599416,27,0.6750000000000006,21,2.5714285714285703,0.38888888888888906,0.06,0.5168539325842697
1105,MALAY,malay,n,0.8497109826589595,62,19,85,7,1.4,0.6363636363636359,3,5,0.33,1.2553,0.14,1.1139,2.9523809523809503,2.7407407407407405,2.55172413793103,1.9655172413793105,2.75862068965517,0.09773494050542213,20,0.7142857142857143,11,1.636363636363636,0.6111111111111113,0.07608695652173914,0.7654320987654321
1106,MALFUNCTIONS,malfunctions,n,0.7839506172839507,50,26,77,9,1.26666666666667,2.2272727272727297,2,3,0.25,1.1461,0.11,1.0,3.5833333333333304,2.64,4.75,2.39285714285714,1.85185185185185,0.07884136826279077,30,0.7894736842105243,22,3.2272727272727297,0.3098591549295772,0.10465116279069768,0.6578947368421053
1107,MAMMAL,mammal,n,0.8089887640449438,59,26,85,8,1.07142857142857,0.666666666666667,1,2,1.22,1.7993,0.62,1.7243,2.7391304347826098,4.31034482758621,4.925925925925929,4.24,3.44827586206897,0.0986328372956494,28,0.9333333333333346,27,1.666666666666667,0.5999999999999999,0.08602150537634409,0.6941176470588235
1108,MANAGING,managing,v,0.7093023255813954,40,44,82,6,1.7,2.57142857142857,7,29,3.39,2.2405,1.8,2.1818,2.625,2.46153846153846,4.66666666666667,1.89285714285714,3.40740740740741,0.06238857678175477,30,0.5882352941176471,21,3.5714285714285694,0.2800000000000001,0.06818181818181818,0.4761904761904762
1109,MANCHESTER,manchester,n,0.8343195266272192,66,15,75,13,1.51851851851852,0.272727272727273,2,2,2.71,2.143,0.79,1.8261,2.5,3.80769230769231,4.26923076923077,3.21428571428571,3.3333333333333304,0.09789749570834212,27,0.658536585365853,22,1.272727272727273,0.7857142857142856,0.14772727272727273,0.8148148148148148
1110,MANE,mane,n,0.8675496688741722,56,16,75,4,1.23076923076923,1.07142857142857,2,3,0.59,1.4914,0.32,1.4472,2.4583333333333304,4.18518518518519,4.56666666666667,4.42857142857143,3.37931034482759,0.11094274559569724,26,0.8125000000000006,28,2.0714285714285703,0.4827586206896554,0.05063291139240506,0.7777777777777778
1111,MANGLES,mangles,n,0.7784810126582279,49,26,74,9,1.27272727272727,2.80952380952381,5,10,0.2,1.0414,0.04,0.6021,3.54545454545455,2.88888888888889,3.6551724137931,2.46428571428571,1.7931034482758603,0.05023835644935399,22,0.7857142857142874,21,3.80952380952381,0.2625,0.10843373493975904,0.6533333333333333
1112,MANHATTAN,manhattan,n,0.9036144578313252,70,10,80,6,1.57142857142857,0.4583333333333329,2,2,12.31,2.7987,4.54,2.5821,4.0,4.37037037037037,4.68965517241379,4.23333333333333,3.35714285714286,0.11802516520690635,28,0.6363636363636369,24,1.458333333333333,0.6857142857142858,0.06976744186046513,0.875
1113,MANIFEST,manifest,n,0.8444444444444444,70,14,82,14,1.8333333333333304,2.16,5,14,3.69,2.2765,1.55,2.1173,3.0,2.69230769230769,4.60714285714286,2.16,3.14285714285714,0.1361775675982609,24,0.5454545454545464,25,3.16,0.3164556962025316,0.14583333333333334,0.8333333333333334
1114,MANILA,manila,n,0.8631578947368421,74,18,90,8,1.6296296296296298,0.8461538461538459,2,6,1.45,1.8751,0.44,1.5798,2.34782608695652,3.96551724137931,3.96296296296296,3.44,3.10344827586207,0.08896528189673507,27,0.6136363636363635,26,1.846153846153846,0.5416666666666667,0.08163265306122447,0.8043478260869565
1115,MANNEQUIN,mannequin,n,0.8538461538461538,53,7,58,12,1.11111111111111,1.08695652173913,2,11,1.22,1.7993,0.48,1.6128,1.94444444444444,4.85714285714286,4.75,4.88,2.9285714285714306,0.09801597538930797,27,0.9000000000000009,23,2.08695652173913,0.4791666666666668,0.17142857142857146,0.8833333333333333
1116,MANNER,manner,n,0.6594594594594595,44,45,78,18,2.03571428571429,2.95454545454545,3,8,11.53,2.7701,5.97,2.7007,2.3333333333333304,2.0,4.8148148148148096,1.74074074074074,3.42307692307692,0.15377504281073698,28,0.4912280701754376,22,3.95454545454545,0.2528735632183911,0.1875,0.4943820224719101
1117,MANNY,manny,,0.8410596026490066,56,14,71,10,1.05555555555556,0.263157894736842,0,0,13.59,2.8414,1.45,2.0899,2.5833333333333304,2.88461538461538,3.03571428571429,2.85714285714286,3.11111111111111,0.09510315903764828,18,0.9473684210526276,19,1.263157894736842,0.7916666666666667,0.12345679012345676,0.8
1118,MANOEUVRE,manoeuvre,n,0.8548387096774194,62,25,97,2,1.35714285714286,1.72222222222222,8,34,0.86,1.6532,0.43,1.5682,3.21052631578947,2.03571428571429,3.72413793103448,2.12,3.0689655172413794,0.1154003054830432,14,0.7368421052631563,18,2.72222222222222,0.3673469387755105,0.020202020202020204,0.7126436781609196
1119,MANPOWER,manpower,n,0.7978142076502732,70,17,76,20,1.28571428571429,2.7916666666666696,1,5,2.06,2.0253,1.14,1.9868,3.28,2.92592592592593,4.78571428571429,2.7333333333333303,3.44827586206897,0.10408169246997208,28,0.7777777777777751,24,3.7916666666666696,0.2637362637362635,0.2083333333333333,0.8045977011494253
1120,MANUFACTURING,manufacturing,n,0.8181818181818182,69,10,66,20,1.2962962962963,2.62068965517241,5,13,1.69,1.9395,0.86,1.8633,2.375,3.03571428571429,4.966666666666669,3.28571428571429,3.1724137931034497,0.06593652523584842,27,0.7714285714285692,29,3.62068965517241,0.2761904761904765,0.2325581395348837,0.8734177215189873
1121,MAPLE,maple,n,0.8670212765957447,72,19,91,6,1.9259259259259296,0.681818181818182,2,2,3.24,2.2201,1.08,1.9638,2.61904761904762,4.38461538461539,4.8148148148148096,4.44444444444444,4.0,0.09194733878817482,27,0.5192307692307682,22,1.681818181818182,0.5945945945945945,0.061855670103092786,0.7912087912087912
1122,MARA,mara,n,0.8343949044585988,51,21,80,5,1.06666666666667,0.0833333333333333,2,3,3.02,2.1903,0.41,1.5441,2.5,3.3703703703703702,1.9,2.25,3.3448275862069,0.06512738029018063,15,0.9374999999999972,12,1.0833333333333333,0.9230769230769232,0.05882352941176471,0.7083333333333334
1123,MARC,marc,n,0.7818181818181819,45,31,84,5,1.125,0.0,1,1,5.14,2.42,0.52,1.6532,2.22222222222222,3.03703703703704,3.72413793103448,2.24,2.96428571428571,0.10625090445407552,16,0.8888888888888888,21,1.0,1.0,0.05617977528089888,0.5921052631578947
1124,MARCEL,marcel,n,0.7653631284916201,62,24,75,18,1.125,0.0,2,2,1.41,1.8633,0.37,1.5051,2.2916666666666696,3.4285714285714306,2.3,2.0,3.0,0.06625644407325487,16,0.8888888888888888,19,1.0,1.0,0.1935483870967742,0.7209302325581395
1125,MARITAL,marital,a,0.7792207792207793,54,21,66,13,1.28571428571429,1.84615384615385,1,3,2.06,2.0253,1.11,1.9731,2.90909090909091,2.59259259259259,4.58620689655172,2.13793103448276,3.6551724137931,0.11161385630836416,28,0.7777777777777751,26,2.8461538461538503,0.3513513513513509,0.16455696202531644,0.72
1126,MARKERS,markers,n,0.783625730994152,55,27,79,10,2.22222222222222,2.7,3,5,2.35,2.0828,0.97,1.9138,2.36363636363636,4.23076923076923,4.93333333333333,4.125,3.13793103448276,0.07279797421732412,27,0.4500000000000005,20,3.7,0.27027027027027023,0.11235955056179776,0.6707317073170732
1127,MARKETING,marketing,n,0.7852760736196319,53,23,75,12,1.64285714285714,2.25,7,11,4.76,2.3874,1.86,2.1959,2.76,2.60714285714286,4.89655172413793,2.24137931034483,2.86206896551724,0.06899916820323652,28,0.6086956521739141,24,3.25,0.3076923076923077,0.13793103448275862,0.6973684210526315
1128,MARMOSET,marmoset,n,0.7972972972972973,45,25,73,5,1.125,0.375,1,1,0.06,0.6021,0.04,0.6021,2.9166666666666696,3.678571428571431,2.68965517241379,3.6666666666666696,3.35714285714286,0.04499917634492719,24,0.8888888888888888,16,1.375,0.7272727272727273,0.0641025641025641,0.6428571428571429
1129,MARROW,marrow,n,0.81875,63,12,68,17,1.3076923076923102,0.4347826086956521,5,25,2.96,2.1818,0.61,1.716,2.22222222222222,3.928571428571431,4.75862068965517,3.56,2.96551724137931,0.08625263522063,26,0.7647058823529399,23,1.4347826086956519,0.6969696969696971,0.2,0.84
1130,MARS,mars,n,0.8626373626373627,65,22,92,3,1.7037037037037,0.65,6,15,10.49,2.7292,2.49,2.3222,3.63636363636364,4.38461538461539,4.86206896551724,4.375,3.68965517241379,0.0580360702182046,27,0.5869565217391317,20,1.65,0.6060606060606061,0.03157894736842105,0.7471264367816092
1131,MARTIN,martin,n,0.7853658536585366,69,28,92,16,1.15384615384615,0.3,5,10,42.55,3.3367,6.68,2.749,2.4,3.71428571428571,3.86206896551724,2.13793103448276,3.14285714285714,0.11504371276173125,26,0.8666666666666696,20,1.3,0.7692307692307692,0.14814814814814814,0.711340206185567
1132,MARTINIS,martinis,n,0.8838383838383839,77,18,98,5,1.03448275862069,0.24,1,1,3.29,2.2279,1.42,2.0792,3.63636363636364,4.6153846153846105,4.51724137931035,4.3448275862069,3.86206896551724,0.08917972288194101,29,0.9666666666666665,25,1.24,0.8064516129032259,0.04854368932038835,0.8105263157894737
1133,MARYLAND,maryland,n,0.8333333333333334,57,20,78,7,1.03333333333333,0.0869565217391304,2,5,3.18,2.2122,1.23,2.017,2.2916666666666696,4.34615384615385,4.64285714285714,3.85714285714286,3.19230769230769,0.12206083318297413,30,0.967741935483874,23,1.0869565217391304,0.92,0.08235294117647059,0.7402597402597403
1134,MASHED,mashed,v,0.7933333333333333,52,20,67,11,1.6296296296296298,2.57142857142857,3,19,3.69,2.2765,1.7,2.1584,3.18181818181818,3.11538461538462,4.76666666666667,3.0833333333333304,2.7241379310344795,0.09798333820034466,27,0.6136363636363635,21,3.5714285714285694,0.2800000000000001,0.14102564102564102,0.7222222222222222
1135,MASOCHISTIC,masochistic,a,0.8322981366459627,56,22,78,5,1.08333333333333,1.33333333333333,1,1,0.24,1.1139,0.13,1.0792,3.86363636363636,1.61538461538462,3.8333333333333295,2.3333333333333304,1.86206896551724,0.10979662778045654,24,0.923076923076926,18,2.3333333333333304,0.4285714285714292,0.060240963855421686,0.7179487179487181
1136,MASS,mass,n,0.825503355704698,49,21,74,5,2.42857142857143,3.34782608695652,11,47,17.25,2.945,7.39,2.7931,2.4166666666666696,3.6296296296296298,4.89285714285714,2.93333333333333,3.35714285714286,0.1333499233466147,28,0.4117647058823527,23,4.34782608695652,0.2300000000000001,0.06329113924050632,0.7
1137,MASSIVE,massive,s,0.7039473684210527,34,37,73,8,1.48275862068966,4.40740740740741,4,6,9.96,2.7067,4.89,2.6138,3.68181818181818,2.92592592592593,4.6551724137931,3.51724137931034,3.10344827586207,0.13277573789417588,29,0.6744186046511607,27,5.40740740740741,0.18493150684931492,0.09876543209876544,0.4788732394366197
1138,MAST,mast,n,0.8141025641025641,51,25,76,4,1.33333333333333,0.6111111111111109,4,4,1.63,1.9243,0.68,1.7634,2.68181818181818,4.42307692307692,3.96296296296296,4.33333333333333,3.30769230769231,0.08362359209043536,24,0.7500000000000019,18,1.6111111111111112,0.6206896551724138,0.05,0.6710526315789473
1139,MASTIFF,mastiff,n,0.8702702702702703,77,11,84,13,1.04347826086957,0.4166666666666671,1,1,0.12,0.8451,0.07,0.8451,3.43478260869565,4.41379310344828,4.25925925925926,3.9166666666666696,3.2758620689655205,0.08041990178428722,23,0.9583333333333288,24,1.416666666666667,0.7058823529411763,0.13402061855670105,0.875
1140,MAT,mat,n,0.7748344370860927,41,29,76,5,1.8333333333333304,2.16,10,31,3.49,2.2529,1.66,2.1461,1.86363636363636,4.5,4.85714285714286,4.68,3.20689655172414,0.09250371316147968,24,0.5454545454545464,25,3.16,0.3164556962025316,0.061728395061728385,0.5857142857142857
1141,MATADOR,matador,n,0.8418079096045198,68,17,81,11,1.26923076923077,0.4583333333333329,1,1,0.78,1.6128,0.25,1.3424,4.18181818181818,4.481481481481481,4.17241379310345,4.44827586206897,2.7241379310344795,0.08931999235099057,26,0.7878787878787874,24,1.458333333333333,0.6857142857142858,0.11956521739130435,0.8
1142,MATCHES,matches,n,0.7717391304347826,57,28,85,14,2.22222222222222,2.58620689655172,19,52,12.92,2.8195,6.18,2.7152,3.34782608695652,4.40740740740741,4.93103448275862,4.92857142857143,3.10344827586207,0.06573796534173865,27,0.4500000000000005,29,3.5862068965517206,0.2788461538461541,0.1414141414141414,0.6705882352941176
